Longitude,Latitude,Zip Codes,Sold Month,Days on Market,Original List Price,Listing Price,Sold Price,Taxes,Sold Terms,SqFt - Total (Aprox),List Price/SqFt,Sold Price/SqFt,Basement,Year Built,Aprx. Acres,# Bedrooms,Baths - Total,HOA,Warranty,Seller Concessions,New Construction Y/N,Overall Crime Grade,Violent Crime,Property Crime,Other Crime,Elementary School,ElemRating,Middle School,MiddleRating,High School,HighRating,AirQuality,Walk Score,TrailHikeDistance,WalkingPathDistance,PalygroundDistance,RecCenterDistance,Rest Nearby,NearestGrocery
-85.3026084,35.0659166,37405,August,3,475000,475000,485000,4340.34,Conv,1550,306.45,312.9,No,2004,0.15,3,3,No,N,N,N,C-,B-,C-,D+,Normal Park Elem,6,Normal Park Upper,6,Red Bank High School,4,67,75,0.896502765476266,0.368524215604016,0.256061674176277,0.256061674176277,Level 4 (16-19),8.57492245287521
-85.2932821,35.078207,37405,Feb,8,974500,974500,977115,1060,Conv,2850,341.93,342.85,No,2022,0.16,5,4,No,Y,N,Y,C-,B-,C-,D+,Normal Park Elem,6,Normal Park Upper,6,Red Bank High School,4,67,22,1.4164920116271,1.36458320362264,0.803551038328249,0.803551038328249,Level 4 (16-19),13.6701662292213
-85.2790653,35.0364456,37404,Jun,3,447000,447000,447000,3145.6,Conv,2034,219.76,219.76,No,1900,0.16,4,3,No,N,Y,N,C-,B-,C-,D+,Orchard Knob Elem,2,Orchard Knob Middle,4,Howard Academics,2,67,62,3.23004439892566,0.176707452702046,0.692125621781966,0.692125621781966,Level 5 (20 and above),5.09524377634614
-85.3085571,35.0746616,37405,Jun,4,440000,440000,440000,3552.82,Conv,1600,275,275,No,2015,0.16,3,2,No,N,N,N,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,67,48,0.52340631572141,0.821037083610582,0.103367826533447,0.103367826533447,Level 4 (16-19),11.8681897717331
-85.2609113,35.1115879,37415,July,3,375000,375000,375000,1772.4,Conv,1594,235.26,235.26,No,1957,0.63,3,2,No,N,Y,N,C-,B-,C-,D+,DuPont Elementary,5,Hixson Middle,5,Hixson High,5,62,35,2.70257037148543,0.756711041614452,0.756711041614452,0.754924436033049,Level 4 (16-19),10.4390360295872
-85.2354688,35.0818255,37406,March,10,269900,269900,271000,190.71,FHA,1226,220.15,221.04,No,2023,0.19,3,3,No,Y,Y,Y,C-,B-,C-,D+,Harrison Elementary,2,Dalewood Middle,2,Brainerd High,2,67,8,3.43537364011722,2.07383609094474,1.54699781007012,1.54699781007012,Level 4 (16-19),7.14576871072934
-85.1766247,35.1009815,37416,September,0,379000,379000,433285,0,Conv,2082,182.04,208.11,No,2023,0,4,3,Yes,Y,N,Y,C-,B-,C-,D+,Harrison Elementary,2,Brown Middle,4,Central High School,4,67,5,3.07784765409076,1.55531817838841,1.0331006741784,1.0331006741784,Level 2 (6-10),8.13996261830907
-85.236856,35.076672,37419,Jan,42,359800,359800,335000,0,Conv,2359,152.52,142.01,No,1955,0,4,3,No,N,N,N,C-,B-,C-,D+,Lookout Valley Elem,6,Lookout Valley Mid,5,Lookout Valley High,5,67,6,3.79903546023058,2.25661169221451,1.24564548437631,1.24564548437631,Level 4 (16-19),7.39431718762427
-85.177524,35.0076009,37421,April,3,339900,339900,347900,2422.02,Conv,1632,208.27,213.17,No,1997,0.22,3,2,No,N,N,N,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,12,8.73452687349316,1.44358965629177,1.01676047188843,2.62849729544163,Level 4 (16-19),2.85830748429174
-85.1671772,34.9870416,37421,Feb,20,749936,749936,719120,5325.3,Conv,4040,185.63,178,Yes,1997,0.36,4,4,Yes,N,N,N,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,7,10.260218640204,1.76817950756626,1.76817950756626,4.07478846889549,Level 3 (11-15),5.77875208780721
-85.150249,35.312228,37379,August,18,275000,275000,225000,807.9,Conv,4333,63.47,51.93,No,2007,1.2,5,4,No,N,N,Y,A-,A,B+,B+,Soddy Elementary,6,Soddy-Daisy Middle,5,Soddy-Daisy High,6,65,0,13.1861294492847,12.0352202459294,12.0352202459294,12.0352202459294,Level 5 (20 and above),24.6684363318222
-85.229682,35.0548355,37406,Feb,74,289000,279000,259000,1820.72,VA,1784,156.39,145.18,No,1970,0.47,3,2,No,N,N,N,C-,B-,C-,D+,Woodmore Elementary,4,Dalewood Middle,2,Brainerd High,2,67,5,5.06455910455521,2.45915739242613,1.55461560037261,1.55461560037261,Level 3 (11-15),5.34379225324107
-85.2758529,35.0312263,37404,May,2,325000,325000,337000,1432.57,Conv,1903,170.78,177.09,No,1927,0.13,3,2,No,Y,N,N,C-,B-,C-,D+,Orchard Knob Elem,2,Orchard Knob Middle,4,Howard Academics,2,56,66,3.62176489565474,0.325296544282012,0.47312772959511,0.927540975158799,Level 4 (16-19),4.90883241867494
-85.2154148,35.1795486,37343,March,67,285000,270000,264000,1070.04,Conv,1880,143.62,140.43,No,1980,0.28,3,2,No,N,N,N,C,A-,D+,C,Middle Valley Elemen,5,Hixson Middle,5,Hixson High,5,66,4,3.4548601538256,2.7900619213568,2.72562231825159,2.72562231825159,Level 5 (20 and above),14.5400858983536
-85.1711923,35.0942626,37416,Jan,22,375000,375000,370000,2500,Conv,1900,197.37,194.74,No,2022,0.19,4,3,Yes,Y,Y,Y,C-,B-,C-,D+,Lakeside Academy,2,Brown Middle,4,Central High School,4,67,28,3.61448720210051,1.65831807038863,0.661947992534728,0.661947992534728,Level 4 (16-19),7.89141414141414
-85.2437884,35.0696513,37406,July,1,315000,315000,315000,2079.86,Conv,2946,106.92,106.92,No,1930,0.47,3,4,No,N,N,N,C-,B-,C-,D+,Hardy Elementary,3,Dalewood Middle,2,Brainerd High,2,67,33,4.13690640001025,2.34683086544786,0.649662548535999,0.649662548535999,Level 5 (20 and above),7.70500278374294
-85.2495695,35.0219532,37411,August,23,364900,364900,360000,1778,Conv,2374,153.71,151.64,No,1945,0.34,3,2,No,Y,Y,N,C-,B-,C-,D+,East Ridge Elem,3,East Ridge Middle,3,East Ridge High,3,67,49,5.11849883190419,1.17673712892852,1.22301949427355,1.66121403285077,Level 5 (20 and above),3.29326731885787
-85.185451,35.021478,37421,Jun,19,705900,705900,700000,4863.11,Conv,3492,202.15,200.46,No,2013,1.65,5,4,No,Y,Y,N,C-,B-,C-,D+,East Brainerd Elem,4,Ooltewah Middle,6,Ooltewah,4,67,21,7.69387800610241,1.67475831682699,0.622218528782973,1.67475831682699,Level 5 (20 and above),1.36701662292213
-85.2208949,35.0211568,37411,July,-10,280000,280000,257000,344.4,VA,1300,215.38,197.69,No,2023,0.16,3,2,No,N,Y,Y,C-,B-,C-,D+,Barger Acad Fine Art,3,East Ridge Middle,3,East Ridge High,3,67,15,6.4464826147847,0.621563220707864,0.370105935842156,0.370105935842156,Level 4 (16-19),2.48548476894934
-85.2750208,35.0379317,37404,Feb,1,565000,565000,585000,0,Conv,2586,218.48,226.22,No,2023,0.16,4,3,No,Y,N,Y,C-,B-,C-,D+,Orchard Knob Elem,2,Orchard Knob Middle,4,Brainerd High,2,67,58,3.31344804550054,0.401351602481252,0.478468706242775,0.478468706242775,Level 4 (16-19),5.0331066571224
-85.1752938,35.2566735,37379,Jan,69,319900,264900,265000,1460.94,FHA,1928,137.4,137.45,No,1950,0.91,3,2,No,N,Y,N,A-,A,B+,B+,Daisy Elementary,7,Soddy-Daisy Middle,5,Soddy-Daisy High,6,65,30,9.10772763254185,8.03822189035993,8.03822189035993,8.03822189035993,Level 5 (20 and above),20.6295235822795
-85.3257527,34.9973621,37409,September,14,659000,639000,640000,379.18,Conv,2180,293.12,293.58,No,2023,0.16,3,3,No,Y,N,Y,C-,B-,C-,D+,Calvin Donaldson,3,Lookout Valley Mid,5,Lookout Valley High,5,68,10,5.14098254124089,0.626951790917102,0.342451881424601,0.747191606618431,Level 3 (11-15),10.5011731488109
-85.1753853,35.0439694,37421,May,23,645000,645000,640000,4490.67,Conv,4200,153.57,152.38,Yes,2010,0.19,5,4,Yes,N,N,N,C-,B-,C-,D+,Bess T. Shepherd Elm,4,Tyner Middle Academy,3,Tyner Academy,4,67,23,6.39231203690635,0.365341267983517,0.365341267983517,0.365341267983517,Level 5 (20 and above),2.9825817227392
-85.300128,35.105524,37415,May,4,362500,362500,362000,2164.3,Conv,2091,173.36,173.12,No,1940,0.22,3,2,No,N,N,N,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,61,28,2.53710953793468,1.31325004927023,1.82267071246212,1.82267071246212,Level 5 (20 and above),13.048795036984
-85.3354203,35.120696,37377,Jan,1,430000,430000,452500,2749,Conv,2100,204.76,215.48,No,1959,0.52,3,2,No,N,Y,N,A+,A+,A,A-,Thrasher Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,67,14,3.55651088639899,0.94361896350331,2.08301425538782,2.08301425538782,Level 1 (1-5),17.2119820249741
-85.3564059,35.0495749,37419,May,4,349900,349900,360000,2381.63,Conv,1600,218.69,225,No,2001,0.22,3,3,No,N,Y,N,C-,B-,C-,D+,Lookout Valley Elem,6,Lookout Valley Mid,5,Lookout Valley High,5,67,1,2.69397757749254,2.23356279878862,1.28150200734513,2.23356279878862,Level 3 (11-15),13.5458919907739
-85.1482501,35.3105568,37379,Jun,3,453990,453990,462000,335.32,FHA,2316,196.02,199.48,No,2023,0.43,4,4,No,Y,Y,Y,A-,A,B+,B+,Soddy Elementary,6,Soddy-Daisy Middle,5,Soddy-Daisy High,6,65,0,13.1094054856422,11.9426678844544,11.9426678844544,11.9426678844544,Level 5 (20 and above),24.5441620933747
-85.1634622,35.0401252,37421,March,133,489000,459000,461527,560.91,Conv,2498,183.75,184.76,No,2022,0.13,5,3,Yes,Y,Y,Y,C-,B-,C-,D+,Bess T. Shepherd Elm,4,Tyner Middle Academy,3,Tyner Academy,4,59,42,6.91388259769848,1.08910113423842,1.08910113423842,1.08910113423842,Level 4 (16-19),3.1689930804104
-85.1789408,35.0771731,37416,Jan,7,180000,180000,180000,1286.73,FHA,1038,173.41,173.41,No,1961,0.25,3,2,No,N,Y,N,C-,B-,C-,D+,Harrison Elementary,2,Brown Middle,4,Central High School,4,67,18,4.25092782553571,1.42422283709567,0.619439286587354,0.619439286587354,Level 5 (20 and above),5.53020361091227
-85.3441273,34.9951698,37350,May,6,699000,699000,692800,4060.42,Conv,2116,330.34,327.41,No,1956,0.38,4,3,No,N,N,N,A,A,A,B+,Lookout Mountain Elm,8,Lookout Valley Mid,5,Lookout Valley High,5,68,11,5.48775159956036,1.37532861218505,0.764174606735722,1.37532861218505,Level 2 (6-10),12.8002465600891
-85.3369953,35.1790095,37377,March,157,332500,299000,277000,1043.19,Conv,1144,261.36,242.13,No,1965,1.6,3,2,No,N,N,N,A+,A+,A,A-,Nolan Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,66,6,7.51261290467355,4.61447307229501,6.00429765686587,6.00429765686587,Level 1 (1-5),20.1945637477134
-85.1330637,35.0255581,37421,April,3,355000,355000,360000,2687.89,Conv,1734,204.73,207.61,No,1996,0.19,3,3,Yes,N,N,N,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,2,8.6524619628076,1.5470208953694,1.5470208953694,2.60179494074727,Level 4 (16-19),5.90302632625467
-85.1010118,35.0038855,37421,April,6,768500,750000,750000,3249.17,Conv,3965,189.16,189.16,No,2004,0.43,4,4,Yes,N,N,N,C-,B-,C-,D+,Westview Elementary,8,East Hamilton,7,East Hamilton,7,67,9,10.9257847856856,2.9155027315967,2.9155027315967,4.84381804916415,Level 2 (6-10),7.76713990296667
-85.1413652,34.9932422,37421,August,13,410000,410000,410000,3125.4,VA,1852,221.38,221.38,No,2004,0.22,3,2,No,Y,N,N,C-,B-,C-,D+,East Brainerd Elem,4,Ooltewah Middle,6,East Hamilton,7,67,10,10.3733321536734,1.27483554735227,1.27483554735227,4.26624371060308,Level 4 (16-19),4.8466952994512
-85.325083,35.097203,37405,April,4,329900,329900,329900,1002.91,Conv,1300,253.77,253.77,No,1950,0.6,3,2,No,N,N,N,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,67,35,1.83610120863777,1.1414673883407,0.56369923201066,0.56369923201066,Level 4 (16-19),13.1109321562077
-85.256674,35.055993,37406,March,38,215000,199900,210000,621.49,FHA,1624,123.09,129.31,No,1940,0.26,4,2,No,N,Y,N,C-,B-,C-,D+,Hardy Elementary,3,Orchard Knob Middle,4,Brainerd High,2,67,38,3.57053492030224,1.1598562429711,0.43804344230027,0.43804344230027,Level 4 (16-19),6.27584904159707
-85.2346528,35.0064934,37412,March,0,249900,249900,249900,1320,FHA,1308,191.06,191.06,No,1940,0,3,2,No,N,Y,N,C-,B-,C-,D+,East Ridge Elem,3,East Ridge Middle,3,East Ridge High,3,67,33,6.46362379063853,0.808021301964702,0.808021301964702,1.59117055367818,Level 3 (11-15),2.54762188817307
-85.2942357,35.0777939,37405,May,1,1225000,1225000,1225000,7553.25,Conv,3614,338.96,338.96,Yes,2015,0.2,3,4,No,N,N,N,C-,B-,C-,D+,Normal Park Elem,6,Normal Park Upper,6,Red Bank High School,4,67,34,1.35624962111656,1.3110340584844,0.788675246459232,0.788675246459232,Level 4 (16-19),13.7323033484451
-85.1933626,35.0937736,37416,Jun,33,324900,299999,275000,2818.95,Conv,2648,113.29,103.85,No,1968,0.33,3,2,No,N,N,N,C-,B-,C-,D+,Harrison Elementary,2,Brown Middle,4,Bradley Central High,5,67,11,2.8489748262767,0.49957526372876,1.05886946617461,1.05886946617461,Level 5 (20 and above),7.08363159150561
-85.1420887,34.9878122,37421,Jan,61,439900,384900,365000,2969.47,Conv,2048,187.94,178.22,No,2009,0.1,4,3,No,N,N,N,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,1,10.6983055886475,1.59947780313029,1.59947780313029,4.56779545922623,Level 4 (16-19),5.28165513401734
-85.2686626,35.0437074,37404,Jun,2,214500,214500,165000,1272,THDA,1323,162.13,124.72,No,2014,0.11,3,2,No,N,Y,N,C-,B-,C-,D+,Orchard Knob Elem,2,Crab Orchard Middle,4,Brainerd High,2,67,50,3.33521493774041,0.143544546276093,0.143544546276093,0.143544546276093,Level 4 (16-19),5.53020361091227
-85.1355,35.063997,37421,March,54,284900,264900,255000,2270.59,Conv,1104,239.95,230.98,No,1990,1.57,3,2,No,N,Y,N,C-,B-,C-,D+,Bess T. Shepherd Elm,4,Tyner Middle Academy,3,Tyner Academy,4,67,33,6.51594192111096,1.06862512205214,2.80456606803574,1.06862512205214,Level 5 (20 and above),6.21371192237334
-85.1354087,35.0397142,37421,July,18,458000,458000,455000,2923,Conv,2469,185.5,184.29,No,1991,0.24,3,2,Yes,N,N,N,C-,B-,C-,D+,Bess T. Shepherd Elm,4,Ooltewah Middle,6,Ooltewah,4,67,5,7.77896024331998,1.69675792392685,2.29179911985248,1.69675792392685,Level 4 (16-19),5.59234073013601
-85.308739,35.087478,37415,September,106,389000,355000,330000,1907.32,Conv,1490,238.26,221.48,No,1965,0.25,3,2,No,N,N,N,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,67,37,1.19953727656614,1.70429001587807,0.783284573743102,0.783284573743102,Level 4 (16-19),12.7381094408653
-85.307218,35.0312244,37408,Jun,1,399900,399900,420000,0,Conv,1600,249.94,262.5,No,2023,0,3,3,Yes,Y,N,Y,C-,B-,C-,D+,Battle Academy,4,Orchard Knob Middle,4,Howard Academics,2,67,75,2.83243990132496,0.349872315505004,0.176046387375249,0.571861807588488,Level 5 (20 and above),7.95355126063787
-85.235473,35.081818,37406,Feb,4,269900,269900,267000,190.71,Conv,1226,220.15,217.78,No,2023,0.24,3,3,No,Y,N,Y,C-,B-,C-,D+,Harrison Elementary,2,Dalewood Middle,2,Brainerd High,2,67,8,3.43593731874085,2.07418715359739,1.54645603295928,1.54645603295928,Level 4 (16-19),7.14576871072934
-85.2423557,35.1228609,37412,Jan,6,225000,215000,213000,2090.45,Conv,2368,90.79,89.95,No,1990,0,4,3,No,N,Y,N,C-,B-,C-,D+,East Ridge Elem,3,East Ridge Middle,3,East Ridge High,3,61,56,1.42930036861121,1.42930036861121,1.23761144163264,1.14831615883027,Level 5 (20 and above),9.19629364511254
-85.2927906,35.0729872,37405,Jan,2,1150000,1150000,1150000,0,Conv,3212,358.03,358.03,No,2022,0.2,4,4,No,N,Y,Y,C-,B-,C-,D+,Normal Park Elem,6,Normal Park Upper,6,Red Bank High School,4,67,61,1.36956364900223,1.10510323159101,0.460265615714783,0.460265615714783,Level 4 (16-19),9.00988228744134
-85.1711923,35.0942626,37416,Feb,40,445000,445000,445000,392.64,VA,2400,185.42,185.42,No,2022,0.18,3,3,Yes,Y,N,Y,C-,B-,C-,D+,Lakeside Academy,2,Brown Middle,4,Central High School,4,67,28,3.61448720210051,1.65831807038863,0.661947992534728,0.661947992534728,Level 4 (16-19),7.89141414141414
-85.228942,35.0040178,37411,July,11,285000,285000,285000,1843.16,FHA,1183,240.91,240.91,No,1952,0.17,3,2,No,N,N,N,C-,B-,C-,D+,Spring Creek Elem,4,East Ridge,3,East Ridge High,3,67,45,6.81552782241565,0.682942050537686,0.682942050537686,1.62151586833552,Level 4 (16-19),2.17479917283067
-85.1575716,35.0188545,37421,Jan,46,335000,340000,330000,1433.69,Conv,1664,204.33,198.32,No,1960,0.45,3,2,No,N,N,N,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,45,8.38375342420896,0.717864979886009,0.717864979886009,2.28719228574608,Level 4 (16-19),3.1689930804104
-85.2685554,35.0472189,37404,March,65,221500,199900,191500,1184.65,Conv,1248,160.18,153.45,No,2005,0.14,4,2,No,N,N,N,C-,B-,C-,D+,Orchard Knob Elem,2,Orchard Knob Middle,4,Brainerd High,2,67,45,3.20715142118551,0.261021898154459,0.261021898154459,0.261021898154459,Level 4 (16-19),5.65447784935974
-85.2298473,35.0578021,37406,September,1,270000,270000,280000,1319.27,THDA,1256,214.97,222.93,No,1991,0.27,4,3,No,N,Y,N,C-,B-,C-,D+,Hillcrest,3,Dalewood Middle,2,Brainerd High,2,67,1,4.99840030028718,2.51978984840949,1.46145688411418,1.46145688411418,Level 3 (11-15),5.90302632625467
-85.2626308,35.1112339,37415,Feb,1,239000,239000,239000,1531,Conv,1142,209.28,209.28,No,1955,0.32,3,2,No,N,N,N,C-,B-,C-,D+,Rivermont Elementary,5,Red Bank Middle,3,Red Bank High School,4,62,41,2.80015924673582,0.687404661880911,0.687404661880911,0.687404661880911,Level 4 (16-19),10.3147617911397
-85.2441963,35.0392902,37411,May,94,229000,249900,249900,400,FHA,1480,168.85,168.85,No,2023,0.35,3,3,No,Y,N,Y,C-,B-,C-,D+,Hardy Elementary,3,Dalewood Middle,2,Brainerd High,2,67,24,4.67435497797101,1.41052370823927,1.28683325468897,1.28683325468897,Level 4 (16-19),5.34379225324107
-85.1329014,35.1247518,37341,March,10,359500,359500,359000,1283.7,Conv,2156,166.74,166.51,Yes,1998,0,3,3,No,N,N,N,A,A+,B+,A+,Harrison Elementary,2,Brown Middle,4,Central High School,4,67,3,4.84138934099647,3.33233649128112,3.33233649128112,3.33233649128112,Level 2 (6-10),11.5575041756144
-85.2527092,35.0677185,37406,April,34,299000,289000,289000,62.82,Conv,1500,192.67,192.67,No,2023,0.24,3,2,No,N,Y,Y,C-,B-,C-,D+,Hardy Elementary,3,Crab Orchard Middle,4,Brainerd High,2,67,46,3.64006116979448,1.93607941735192,0.179725543543732,0.179725543543732,Level 5 (20 and above),8.45064821442774
-85.315507,35.112219,37405,May,2,725000,725000,725000,5109,Conv,3200,226.56,226.56,No,2017,0.24,5,4,Yes,N,N,N,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,67,4,2.81579089165398,0.336097696501509,1.72745406778305,1.72745406778305,Level 4 (16-19),14.7264972560248
-85.197462,35.0301344,37421,Jun,89,269900,269900,276900,483.51,FHA,1288,209.55,214.98,No,2022,0.27,3,2,No,Y,Y,Y,C-,B-,C-,D+,Bess T. Shepherd Elm,4,Tyner Middle Academy,3,Tyner Academy,4,67,18,6.96848380734819,1.39174533979915,1.07520096973892,1.33906379994376,Level 4 (16-19),1.18060526525093
-85.2765827,35.1508346,37415,Jun,0,550000,550000,550000,3995.94,Conv,3000,183.33,183.33,No,2002,0.59,4,4,No,Y,N,N,C-,B-,C-,D+,Alpine Crest Elem,6,Red Bank Middle,3,Red Bank High School,4,66,2,3.59755267855559,2.15587352641593,2.15584155512705,2.15584155512705,Level 4 (16-19),12.4274238447467
-85.2694745,35.0327727,37404,Jun,5,365000,365000,362500,618.13,Conv,1843,198.05,196.69,No,1930,0.1,3,3,No,N,N,N,C-,B-,C-,D+,Orchard Knob Elem,2,Orchard Knob Middle,4,Howard Academics,2,56,57,3.78689610065003,0.114778119185068,0.482798663078978,0.787701797565588,Level 4 (16-19),4.53600970333254
-85.2252497,35.0380576,37411,August,42,310000,299000,271000,2045.09,Conv,3100,96.45,87.42,No,1965,0.34,5,3,No,N,N,N,C-,B-,C-,D+,Woodmore Elementary,4,Dalewood Middle,2,Brainerd High,2,67,14,5.67381036353154,1.7926412581495,0.837132976635683,0.837132976635683,Level 4 (16-19),3.97677563031894
-85.1296541,35.027201,37421,May,11,419900,419900,420000,2865.14,VA,2330,180.21,180.26,No,1989,0.21,4,3,Yes,N,Y,N,C-,B-,C-,D+,East Brainerd Elem,4,Ooltewah Middle,6,Ooltewah,4,67,1,8.66854329040206,1.76368944877157,1.76368944877157,2.59544446374787,Level 4 (16-19),6.77294599538694
-85.2034873,35.2127623,37379,Jan,167,500000,490000,475000,1559.86,Conv,2598,188.61,182.83,No,1963,6.2,3,3,No,N,N,N,A-,A,B+,B+,Middle Valley Elemen,5,Soddy-Daisy Middle,5,Soddy-Daisy High,6,65,0,5.80577499767157,5.04191157057229,5.04191157057229,5.04191157057229,Level 4 (16-19),17.1498449057504
-85.1817977,35.101328,37416,September,9,399000,399000,424025,0,Conv,2455,162.53,172.72,No,2023,0,3,3,Yes,Y,N,Y,C-,B-,C-,D+,Harriman Elementary,6,Brown Middle,4,Central High School,4,67,3,2.84339425672091,1.33451088897549,1.08814519420807,1.08814519420807,Level 4 (16-19),7.82927702219041
-85.2774828,35.1331657,37415,July,56,275000,275000,281250,2029.97,Conv,1752,156.96,160.53,No,1965,0.39,3,2,No,N,Y,N,C-,B-,C-,D+,Alpine Crest Elem,6,Red Bank Middle,3,Red Bank High School,4,66,18,3.34485577512673,2.1935197470864,2.1935197470864,2.1935197470864,Level 4 (16-19),12.9866579177603
-85.2387842,35.0381001,37411,Jun,31,275000,225000,225000,555.3,FHA,1402,160.49,160.49,No,1950,0.35,4,3,No,N,N,N,C-,B-,C-,D+,Woodmore Elementary,4,Dalewood Middle,2,Brainerd High,2,67,25,4.98315525182454,1.67882533507259,1.29716760805467,1.29716760805467,Level 4 (16-19),4.90883241867494
-85.326499,35.078494,37405,April,65,225000,215000,215000,1188.01,FHA,1350,159.26,159.26,No,1940,0,3,2,No,N,Y,N,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,58,8,0.725991810700472,1.43877952905395,0.885349884678882,0.885349884678882,Level 5 (20 and above),12.6138352024179
-85.3761027,35.0255616,37419,April,26,420000,399000,407600,2848.3,Conv,2132,187.15,191.18,No,2018,0.42,4,3,No,N,Y,N,C-,B-,C-,D+,Lookout Valley Elem,6,Lookout Valley Mid,5,Lookout Valley High,5,68,30,4.60740143761718,1.71534541750575,0.71991391026221,1.71534541750575,Level 4 (16-19),12.6138352024179
-85.1465325,35.255785,37379,Jun,12,349900,349900,340000,855.26,Conv,1534,228.1,221.64,No,1977,1.73,3,3,No,N,N,N,A-,A,B+,B+,Allen Elementary,6,Loftis Middle,7,Soddy-Daisy High,6,65,1,9.61312266148956,8.28845476232193,8.28845476232193,8.28845476232193,Level 5 (20 and above),21.1887576552931
-85.2890904,35.1031316,37415,May,4,475000,475000,525000,3630.23,Conv,2436,194.99,215.52,No,1950,0.48,4,2,No,N,N,N,C-,B-,C-,D+,Rivermont Elementary,5,Red Bank Middle,3,Red Bank High School,4,67,6,2.69477616280024,1.1870817913285,1.1870817913285,1.1870817913285,Level 4 (16-19),12.5516980831941
-85.2754668,34.993156,37404,May,10,1299000,1299000,1250000,7526.3,Conv,5576,232.96,224.18,Yes,1907,0.98,5,5,No,N,Y,N,C-,B-,C-,D+,East Ridge Elem,3,East Ridge Middle,3,East Ridge High,3,67,2,5.89417078229644,0.59677567009378,0.59677567009378,0.620217418502384,Level 4 (16-19),6.52439751849201
-85.2892471,35.0708457,37405,March,3,319000,319000,335000,3176,Conv,1057,301.8,316.93,No,1920,0.38,3,2,No,N,N,N,C-,B-,C-,D+,Normal Park Elem,6,Normal Park Upper,6,Red Bank High School,4,67,58,1.56635958289638,1.17210035446165,0.256448300443678,0.256448300443678,Level 4 (16-19),13.98085182534
-85.1340049,34.9941175,37421,April,51,519900,505000,450000,3092.87,Conv,2800,180.36,160.71,No,1972,0,4,3,Yes,N,N,N,C-,B-,C-,D+,Westview Elementary,8,East Hamilton,7,East Hamilton,7,67,38,10.5008747639238,1.47393648924191,1.47393648924191,4.45351576206862,Level 4 (16-19),5.34379225324107
-85.1447264,35.0350561,37411,March,6,300000,300000,280000,210.9,Conv,1300,230.77,215.38,No,2022,0.4,3,3,No,Y,N,Y,C-,B-,C-,D+,Woodmore Elementary,4,Dalewood Middle,2,Brainerd High,2,67,35,7.74251675591429,1.74698315996211,1.8152343884233,1.74698315996211,Level 4 (16-19),4.90883241867494
-85.2907309,35.1209313,37415,September,20,436000,419000,419000,2765.8,Conv,1856,225.75,225.75,No,1920,0.33,3,3,No,N,Y,N,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,57,53,3.72362984962257,1.80089421634455,1.81165502123909,1.81165502123909,Level 5 (20 and above),11.9924640101805
-85.2841529,35.1115375,37415,March,3,290000,290000,292000,1991,Conv,1437,201.81,203.2,No,1954,0.48,3,2,No,N,N,N,C-,B-,C-,D+,Rivermont Elementary,5,Red Bank Middle,3,Red Bank High School,4,67,21,3.3307338001053,1.1070585909333,1.1070585909333,1.1070585909333,Level 5 (20 and above),11.7439155332856
-85.2350233,35.0483283,37406,July,17,245000,235000,234000,1204.84,FHA,1912,122.91,122.38,No,1948,0.2,4,2,No,N,Y,N,C-,B-,C-,D+,Hardy Elementary,3,Orchard Knob Middle,4,Brainerd High,2,67,23,4.89875765529441,2.06359349712347,1.52214877499587,1.52214877499587,Level 4 (16-19),4.90883241867494
-85.3333438,35.1261926,37377,March,3,585000,585000,570000,3285.69,VA,3426,170.75,166.37,No,1966,0.5,5,3,No,N,N,N,A+,A+,A,A-,Thrasher Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,66,14,3.89136899191652,1.11413594797989,2.45175945805362,2.45175945805362,Level 1 (1-5),17.3983933826453
-85.2492304,35.0233524,37411,July,15,409900,399900,399900,2337.88,Conv,2140,186.87,186.87,No,1940,0.27,4,3,No,N,Y,N,C-,B-,C-,D+,East Ridge Elem,3,East Ridge,3,East Ridge High,3,67,52,5.06891492249659,1.18566974771368,1.22442421970253,1.62661196582059,Level 4 (16-19),3.23113019963414
