Longitude,Latitude,Zip Codes,Sold Month,Days on Market,Original List Price,Listing Price,Sold Price,Taxes,Sold Terms,SqFt - Total (Aprox),List Price/SqFt,Sold Price/SqFt,Basement,Year Built,Aprx. Acres,# Bedrooms,Baths - Total,HOA,Warranty,Seller Concessions,New Construction Y/N,Overall Crime Grade,Violent Crime,Property Crime,Other Crime,Elementary School,ElemRating,Middle School,MiddleRating,High School,HighRating,AirQuality,Walk Score,TrailHikeDistance,WalkingPathDistance,PalygroundDistance,RecCenterDistance,Rest Nearby,NearestGrocery
-85.2523539,35.0591165,37406,April,52,299900,274999,272000,84.14,VA,1117,246.19,243.51,No,2021,0.2,4,2,No,Y,Y,N,C-,B-,C-,D+,Hardy Elementary,3,Orchard Knob Middle,4,Howard Academics,2,67,36,3.74933106768804,1.48516199377342,0.43994335493527,0.43994335493527,Level 4 (16-19),6.46226039926827
-85.2945232,35.0813472,37405,April,45,550000,550000,526000,5079.62,Conv,3298,166.77,159.49,No,2011,0.26,4,3,No,N,N,N,C-,B-,C-,D+,Normal Park Elem,6,Normal Park Upper,6,Red Bank High School,4,67,17,1.43970141837327,1.51536345589754,0.856555683064042,0.856555683064042,Level 4 (16-19),13.4837548715501
-85.2744208,35.1631418,37415,March,20,649999,635000,605000,4306.69,Conv,3058,207.65,197.84,No,1999,1.6,3,3,No,N,N,N,C-,B-,C-,D+,Hixson Elementary,5,Red Bank Middle,3,Red Bank High School,4,66,0,3.92059786015759,2.377512378737,2.35297192153214,2.35297192153214,Level 4 (16-19),14.3536745406824
-85.177193,35.010388,37421,September,2,267500,267500,275000,2056.31,Conv,1203,222.36,228.6,No,1965,0.29,3,2,No,N,Y,N,C-,B-,C-,D+,East Brainerd Elem,4,Ooltewah Middle,6,Ooltewah,4,67,20,8.55414214331601,1.42044964500084,0.952816330617421,2.4386447925095,Level 5 (20 and above),2.67189612662054
-85.3227839,35.147948,37377,May,28,619900,599000,585000,886.16,Conv,2104,284.7,278.04,No,2023,1.03,3,3,No,Y,N,Y,A+,A+,A,A-,Thrasher Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,66,29,5.29214099698488,2.38479935381835,3.97925815371969,3.97925815371969,Level 1 (1-5),17.8333532172115
-85.3014674,35.0674396,37405,July,24,1095000,996000,996000,1682.74,Conv,3492.6,285.17,285.17,Yes,2023,0.17,5,4,No,N,N,Y,C-,B-,C-,D+,Normal Park Elem,6,Normal Park Upper,6,Red Bank High School,4,67,61,0.918127974266169,0.49077969733883,0.194136319016572,0.194136319016572,Level 4 (16-19),8.63705957209894
-85.2346276,35.0344899,37411,Jan,44,149900,139900,135000,584.47,THDA,1200,116.58,112.5,No,1948,0,3,2,No,N,N,N,C-,B-,C-,D+,Woodmore Elementary,4,Dalewood Middle,2,Brainerd High,2,67,7,5.30803901386668,1.69103936377822,0.959787653191007,0.959787653191007,Level 3 (11-15),3.97677563031894
-85.2749332,34.993781,37404,Jun,2,460000,460000,500000,3319.48,Conv,2684,171.39,186.29,No,1910,0.94,4,3,No,N,N,N,C-,B-,C-,D+,East Ridge Elem,3,East Ridge Middle,3,East Ridge High,3,67,2,5.86675196318853,0.56613169006691,0.56613169006691,0.605729296013433,Level 5 (20 and above),6.46226039926827
-85.262424,35.1598677,37415,August,4,335000,335000,330000,2149.42,Conv,1774,188.84,186.02,Yes,1976,0.53,3,2,No,Y,N,N,C-,B-,C-,D+,Hixson Elementary,5,Red Bank Middle,3,Red Bank High School,4,66,2,3.24795008325315,1.69779030363835,1.66681769335811,1.66681769335811,Level 5 (20 and above),12.7381094408653
-85.2725422,34.9877394,37412,Feb,58,497700,450000,450000,4150,Conv,2014,223.44,223.44,No,2022,0.22,3,3,No,Y,N,Y,C-,B-,C-,D+,East Ridge Elem,3,East Ridge,3,East Ridge High,3,67,12,6.30316355822187,1.00421998255047,1.00421998255047,1.02303139082299,Level 4 (16-19),5.71661496858347
-85.3525795,35.1205114,37377,April,27,650000,589000,565000,3897.15,Conv,2414,243.99,234.05,No,1967,0.8,3,3,No,N,N,N,A+,A+,A,A-,Thrasher Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,67,28,3.94023944231168,1.8349045058528,2.38579421431391,2.38579421431391,Level 1 (1-5),17.1498449057504
-85.2800864,35.0278961,37404,April,28,357500,357500,350000,2119.13,Conv,1287,277.78,271.95,No,1961,0.16,3,2,No,N,N,N,C-,B-,C-,D+,Eastside Elementary,4,Orchard Knob Middle,4,Howard Academics,2,61,68,3.65968662334818,0.430574604887257,0.551086073906556,1.22735067596142,Level 5 (20 and above),5.4059293724648
-85.2225342,35.013323,37411,August,7,340000,340000,340000,2871.87,Conv,2446,139,139,No,1945,0.33,4,3,No,N,N,N,C-,B-,C-,D+,Barger Acad Fine Art,3,East Ridge Middle,3,East Ridge High,3,67,66,6.6792826221725,0.0786368046849825,0.0786368046849825,0.916666197296553,Level 4 (16-19),1.4912908613696
-85.296052,35.0094538,37407,Feb,57,295000,275000,285000,0,FHA,1277,215.35,223.18,No,2023,0.36,3,2,No,Y,N,Y,C-,B-,C-,D+,Calvin Donaldson,3,East Lake Academy,3,Howard Academics,2,64,34,4.44190035370109,0.237147848821953,0.237147848821953,1.0122046206054,Level 5 (20 and above),7.08363159150561
-85.241367,35.052649,37411,Feb,4,234500,234500,235000,1410.13,Conv,1286,182.35,182.74,No,2001,0.17,3,2,No,Y,Y,N,C-,B-,C-,D+,Hardy Elementary,3,Dalewood Middle,2,Brainerd High,2,67,22,4.46543389076523,1.78467380665601,1.13080903817893,1.13080903817893,Level 4 (16-19),5.53020361091227
-85.348451,34.984603,37350,Jun,0,1100000,1100000,1100000,6322,Conv,3540,310.73,310.73,No,1935,0.3,5,5,No,N,N,N,A,A,A,B+,Lookout Mountain Elm,8,Lookout Valley Mid,5,Lookout Valley High,5,68,15,6.25681519264652,2.07476971318634,1.21503212944781,2.07476971318634,Level 1 (1-5),12.9866579177603
-85.3110866,35.1192615,37415,May,2,289900,289900,302750,2039,Conv,1400,207.07,216.25,No,1971,0.41,3,2,No,Y,N,N,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,66,13,3.3175192204877,0.701858266338133,2.27329403872199,2.27329403872199,Level 3 (11-15),14.1051260637875
-85.1772231,35.0543646,37421,Feb,2,284900,284900,272400,2273.94,Conv,1824,156.2,149.34,No,1979,0.59,3,3,No,N,N,N,C-,B-,C-,D+,Bess T. Shepherd Elm,4,Tyner Middle Academy,3,Tyner Academy,4,67,21,5.69162765137491,0.658162871740327,0.658162871740327,0.658162871740327,Level 5 (20 and above),3.41754155730534
-85.1329895,35.0157598,37421,March,92,390000,375000,375000,2764.18,Conv,1954,191.91,191.91,No,2004,0.2,3,3,No,N,Y,N,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,1,9.22424569321205,1.16497218523854,1.16497218523854,3.22351043169396,Level 4 (16-19),5.4059293724648
-85.3071472,35.0313594,37408,May,2,399900,399900,404900,0,Conv,1600,249.94,253.06,No,2023,0,3,3,Yes,Y,N,Y,C-,B-,C-,D+,Battle Academy,4,Orchard Knob Middle,4,Howard Academics,2,67,75,2.82407834932401,0.345472187278949,0.166314186553878,0.563299528396972,Level 5 (20 and above),7.95355126063787
-85.3421072,35.1545755,37377,Jun,57,785000,731000,750000,5537.53,Conv,4194,174.3,178.83,No,1989,0.58,5,4,No,N,Y,N,A+,A+,A,A-,Thrasher Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,66,0,5.91282726448031,3.07504005574934,4.45175405409196,4.45175405409196,Level 1 (1-5),19.3867811978048
-85.1659125,35.0226854,37421,April,9,345000,325000,313000,2884.21,Conv,2587,125.63,120.99,No,1967,0,4,3,No,N,N,N,C-,B-,C-,D+,East Brainerd Elem,4,Ooltewah Middle,6,Ooltewah,4,67,32,7.9556060362803,1.20097700117037,1.20097700117037,1.80823798373448,Level 4 (16-19),3.23113019963414
-85.252734,35.1184966,37415,Feb,4,359000,359000,353000,3009.86,VA,3848,93.3,91.74,Yes,1973,0.38,4,3,Yes,N,N,N,C-,B-,C-,D+,DuPont Elementary,5,Hixson Middle,5,Hixson High,5,60,31,2.08374758779679,1.41351071457566,1.37251900061269,1.37251900061269,Level 4 (16-19),10.3768989103635
-85.2764906,35.1506131,37415,August,22,475000,449000,425000,3056.97,FHA,2508,179.03,169.46,No,1997,0.34,3,5,No,N,Y,N,C-,B-,C-,D+,Alpine Crest Elem,6,Red Bank Middle,3,Red Bank High School,4,66,2,3.58658722761256,2.14757467978396,2.14798239604999,2.14757467978396,Level 4 (16-19),12.4274238447467
-85.25128,35.028191,37411,May,10,217500,165000,160000,1214.94,Conv,1287,128.21,124.32,No,1928,0.79,3,2,No,N,N,N,C-,B-,C-,D+,Woodmore Elementary,4,Dalewood Middle,2,Brainerd High,2,67,44,4.76559570317287,0.961900103709825,1.1081406703268,1.57143156045032,Level 4 (16-19),3.66609003420027
-85.1354448,35.0393518,37421,Jun,1,449900,449900,450000,3236.47,Conv,2822,159.43,159.46,No,1994,0,4,3,Yes,N,N,N,C-,B-,C-,D+,Bess T. Shepherd Elm,4,Ooltewah Middle,6,Ooltewah,4,67,5,7.79771817973313,1.71556692201921,2.26817126541638,1.71556692201921,Level 4 (16-19),5.59234073013601
-85.3560937,35.0389309,37419,July,8,230000,230000,225000,1016.37,FHA,1668,137.89,134.89,No,2002,0.37,3,2,No,N,Y,N,C-,B-,C-,D+,Lookout Valley Elem,6,Lookout Valley Mid,5,Lookout Valley High,5,67,5,3.15304042797714,2.22618841318395,0.834803633094446,2.25945202332083,Level 5 (20 and above),12.5516980831941
-85.242779,35.052199,37411,March,4,215000,215000,205000,732.55,THDA,1200,179.17,170.83,No,1960,0.3,3,2,No,N,N,N,C-,B-,C-,D+,Hardy Elementary,3,Dalewood Middle,2,Brainerd High,2,67,20,4.39844351680944,1.69906979690648,1.07318748995707,1.07318748995707,Level 4 (16-19),5.46806649168854
-85.2709982,35.154335,37415,April,4,299000,299000,299000,1470.71,Conv,1350,221.48,221.48,No,1948,0.54,3,2,No,N,Y,N,C-,B-,C-,D+,Hixson Elementary,5,Red Bank Middle,3,Red Bank High School,4,66,2,3.42606966382251,1.92348179138684,1.91289540012082,1.91289540012082,Level 5 (20 and above),12.6138352024179
-85.3183986,35.0036034,37410,September,15,319000,299900,307000,471.17,Conv,2120,141.46,144.81,No,2022,0,4,3,No,N,Y,N,C-,B-,C-,D+,Donaldson Elementary,3,Orchard Knob Middle,4,Howard Academics,2,68,29,4.68656149389842,0.272121586350994,0.272121586350994,0.521048364890405,Level 5 (20 and above),9.50697924123121
-85.1817977,35.101328,37416,March,6,389900,389900,389900,0,Conv,1725,226.03,226.03,No,2023,0,3,3,Yes,Y,N,Y,C-,B-,C-,D+,Harriman Elementary,6,Brown Middle,4,Central High School,4,67,3,2.84339425672091,1.33451088897549,1.08814519420807,1.08814519420807,Level 4 (16-19),7.82927702219041
-85.2415627,35.0156237,37411,July,1,350000,350000,360000,2304.23,Conv,2107,166.11,170.86,No,1952,0.61,3,2,No,N,Y,N,C-,B-,C-,D+,East Ridge Elem,3,East Ridge,3,East Ridge High,3,58,50,5.74748744761263,1.12039397909192,1.12039397909192,1.39789038549283,Level 4 (16-19),2.67189612662054
-85.2927841,35.0732051,37405,May,3,515000,515000,495000,3632.47,Conv,2524,204.04,196.12,No,1930,0.18,3,3,No,N,N,N,C-,B-,C-,D+,Normal Park Elem,6,Normal Park Upper,6,Red Bank High School,4,67,61,1.3711684657109,1.11588505170874,0.473338680942114,0.473338680942114,Level 4 (16-19),9.07201940666508
-85.1433309,34.9959882,37421,Jun,4,475000,475000,485000,3681.83,Conv,2629,180.68,184.48,No,2013,0.25,4,3,No,N,N,N,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,24,10.1545724077745,1.05516167313552,1.05516167313552,4.04653270078688,Level 4 (16-19),4.90883241867494
-85.2630779,35.0221482,37404,Jan,5,279999,279999,272499,1110.61,Conv,1146,244.33,237.78,Yes,1920,0.18,3,2,No,N,Y,N,C-,B-,C-,D+,East Side Elementary,4,Orchard Knob Middle,4,Howard Academics,2,67,29,4.56858378069578,0.430431672691063,0.499506406135227,1.58295902674534,Level 4 (16-19),4.34959834566134
-85.3004586,35.1245078,37415,March,0,541375,541375,541375,448.73,Conv,2100,257.8,257.8,No,2023,0,4,3,No,N,N,Y,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,55,30,3.7798718133661,1.4022059595168,2.38410218504945,2.38410218504945,Level 5 (20 and above),12.6759723216416
-85.3521832,35.1204193,37377,April,15,550000,525000,490000,3895.18,Conv,2669,196.7,183.59,Yes,1967,1.58,4,3,No,N,N,N,A+,A+,A,A-,Thrasher Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,67,29,3.92336619427906,1.81163489024765,2.36901528600874,2.36901528600874,Level 1 (1-5),17.1498449057504
-85.1818524,35.0984877,37416,Jan,52,449000,439000,439000,3656.03,Conv,2260,194.25,194.25,No,2019,0.16,3,3,Yes,N,Y,N,C-,B-,C-,D+,Harrison Elementary,2,Brown Middle,4,Central High School,4,67,8,2.97926109905431,1.21385501649439,0.899833159314511,0.899833159314511,Level 4 (16-19),7.76713990296667
-85.2965759,35.0877098,37415,March,4,315000,315000,340500,2747.35,Conv,1540,204.55,221.1,No,2005,0.19,3,3,No,N,Y,N,C-,B-,C-,D+,Rivermont Elementary,5,Red Bank Middle,3,Red Bank High School,4,67,12,1.60780139497039,1.87338689891417,1.03715057389855,1.03715057389855,Level 5 (20 and above),13.1109321562077
-85.291717,35.0681605,37405,May,1,1250000,1250000,1250000,9363.87,Conv,3910,319.69,319.69,No,2017,0.3,4,4,No,N,N,N,C-,B-,C-,D+,Normal Park Elem,6,Normal Park Upper,6,Red Bank High School,4,67,67,1.4443025699812,0.959100385252452,0.175481983522677,0.175481983522677,Level 4 (16-19),8.69919669132267
-85.1961537,35.2460304,37379,May,47,449900,449900,449900,0,Conv,2020,222.72,222.72,No,2023,0.61,3,3,No,Y,N,Y,A-,A,B+,B+,Soddy Elementary,6,Soddy-Daisy Middle,5,Soddy-Daisy High,6,65,22,8.13918059687767,7.28095849151907,7.28095849151907,7.28095849151907,Level 5 (20 and above),19.573192555476
-85.306873,35.0681551,37405,July,204,450000,400000,342500,2751.84,Conv,1546,258.73,221.54,No,1935,0.26,3,3,No,N,N,N,C-,B-,C-,D+,Normal Park Elem,6,Normal Park Upper,6,Red Bank High School,4,67,78,0.613645107697553,0.402995098372448,0.195791046330176,0.195791046330176,Level 4 (16-19),8.51278533365147
-85.1910899,35.0795555,37416,March,2,275000,275000,285000,1955.34,Conv,1522,180.68,187.25,No,1958,0.39,4,2,No,N,N,N,C-,B-,C-,D+,Harrison Elementary,2,Brown Middle,4,Central High School,4,67,25,3.78366747829027,0.804292019396825,0.903765020805702,0.903765020805702,Level 4 (16-19),5.28165513401734
-85.2956775,35.1448689,37415,March,4,499900,499900,540000,3182.62,Conv,2520,198.37,214.29,No,1988,1.1,3,3,No,N,Y,N,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,66,0,4.48886487345605,2.60777406101319,3.1978703125019,3.18482292400907,Level 3 (11-15),15.1614570905909
-85.3539121,35.0510729,37419,September,171,449900,299900,285000,1857.74,Conv,1700,176.41,167.65,No,1964,0.5,4,3,No,N,N,N,C-,B-,C-,D+,Lookout Valley Elem,6,Lookout Valley Mid,5,Lookout Valley High,5,67,2,2.51924797397557,2.10755524977521,1.44950062497754,2.10755524977521,Level 4 (16-19),13.4837548715501
-85.2680281,35.1137846,37415,July,2,315000,315000,335000,1750.05,Conv,1356,232.3,247.05,Yes,1960,0.43,3,2,No,N,N,N,C-,B-,C-,D+,Rivermont Elementary,5,Red Bank Middle,3,Red Bank High School,4,67,39,3.00681661818323,0.79018675120048,0.79018675120048,0.79018675120048,Level 4 (16-19),10.5011731488109
-85.31204,35.0958812,37415,May,79,329000,324000,315000,977.05,Conv,1353,239.47,232.82,No,1920,0.56,3,2,No,N,Y,N,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,67,37,1.70908695270685,1.31956165426015,1.13763968603298,1.13763968603298,Level 5 (20 and above),13.1730692754315
-85.2850408,35.0287457,37404,August,84,504000,449000,449000,2508.4,Conv,2291,195.98,195.98,No,1910,0.17,3,3,No,N,Y,N,C-,B-,C-,D+,East Side Elementary,4,Orchard Knob Middle,4,Howard Academics,2,67,66,3.45756325195922,0.455338538838588,0.837056929036007,1.31905466157861,Level 5 (20 and above),5.84088920703094
-85.3419906,35.1653657,37377,August,0,688900,688900,688900,787.7,Conv,2329,295.79,295.79,No,2023,0,4,3,Yes,Y,N,Y,A+,A+,A,A-,Nolan Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,66,1,6.6370963844071,3.77214540321851,5.18990370446018,5.18990370446018,Level 1 (1-5),20.5673864630558
-85.1314067,35.0395614,37421,August,8,335000,335000,335000,2451.19,Conv,1600,209.38,209.38,No,2005,0.06,3,3,No,N,Y,N,C-,B-,C-,D+,Bess T. Shepherd Elm,4,Ooltewah Middle,6,Ooltewah,4,67,16,7.92565792709023,1.84988207764413,2.38472700582124,1.84988207764413,Level 4 (16-19),5.71661496858347
-85.167786,35.086496,37416,August,4,175000,175000,180000,2014.8,Conv,1872,93.48,96.15,No,1961,0.34,3,3,No,N,N,N,C-,B-,C-,D+,Lakeside Academy,2,Frank P. Brown,4,Central High School,4,64,9,4.12704832291814,1.81410169464304,0.53234393698418,0.53234393698418,Level 4 (16-19),6.77294599538694
-85.269898,35.0474461,37404,May,13,189900,189900,180000,452.1,FHA,1100,172.64,163.64,No,1925,0.09,3,2,No,Y,Y,N,C-,B-,C-,D+,Orchard Knob Elem,2,Orchard Knob Middle,4,Brainerd High,2,67,40,3.13433568094668,0.242033516936591,0.242033516936591,0.242033516936591,Level 4 (16-19),5.71661496858347
-85.2258174,35.015184,37411,May,1,289900,289900,295000,1763.51,Conv,1799,161.15,163.98,No,1937,0.28,3,2,No,N,Y,N,C-,B-,C-,D+,Spring Creek Elem,4,East Ridge,3,East Ridge High,3,67,65,6.45364806345032,0.289698450907697,0.289698450907697,0.833725593349059,Level 4 (16-19),1.98838781515947
-85.1767403,35.0090309,37421,August,14,385500,385500,385000,2722.67,VA,2796,137.88,137.7,No,1966,0.46,4,3,No,N,N,N,C-,B-,C-,D+,East Hamilton,7,East Hamilton,7,East Hamilton,7,67,16,8.65128779879865,1.39378499358382,1.01133549094054,2.53452170051513,Level 5 (20 and above),2.73403324584427
-85.3376522,35.1389707,37377,May,2,524900,524900,550000,2917.44,Conv,2936,178.78,187.33,No,1960,0.45,4,3,No,N,N,N,A+,A+,A,A-,Thrasher Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,66,13,4.80638919184359,1.99139425427735,3.35115171812163,3.35115171812163,Level 1 (1-5),18.3304501710014
-85.3428938,35.1166473,37377,May,0,633000,633000,633000,3529.88,Conv,2067,306.24,306.24,No,1970,0.76,3,3,No,N,N,N,A+,A+,A,A-,Thrasher Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,67,16,3.44752247176731,1.24154631640025,1.90823473690559,1.90823473690559,Level 1 (1-5),16.777022190408
-85.371325,35.032896,37419,May,3,350000,350000,350000,2450,Conv,1824,191.89,191.89,No,1966,0.7,3,2,No,N,N,N,C-,B-,C-,D+,Lookout Valley Elem,6,Lookout Valley Mid,5,Lookout Valley High,5,68,14,4.06691279213766,2.0106837994878,0.146337275127458,2.0106837994878,Level 5 (20 and above),12.3652867255229
-85.2736017,35.1113675,37415,May,27,355000,334000,325000,2714.82,Conv,1995,167.42,162.91,No,2001,0.5,4,3,No,N,Y,N,C-,B-,C-,D+,Rivermont Elementary,5,Red Bank Middle,3,Red Bank High School,4,67,40,3.36102755917769,0.696445217520012,0.696445217520012,0.696445217520012,Level 5 (20 and above),10.8739958641533
-85.196936,35.226727,37379,July,3,299900,299900,270000,1748,Conv,1350,222.15,200,No,1986,1.96,3,2,No,N,N,N,A-,A,B+,B+,Daisy Elementary,7,Soddy-Daisy Middle,5,Soddy-Daisy High,6,65,5,6.81730383240992,5.95413699503,5.95413699503,5.95413699503,Level 5 (20 and above),18.889684244015
-85.3407667,35.1518756,37377,July,4,780000,780000,760000,4390.44,Conv,3750,208,202.67,No,1987,0,4,4,No,N,N,N,A+,A+,A,A-,Nolan Elementary,8,Signal Mountain Mid,8,Signal Mtn,8,66,0,5.71372898224708,2.87382744375021,4.2568915211198,4.2568915211198,Level 1 (1-5),19.4489183170286
-85.2965109,35.0830992,37405,Feb,83,450000,425000,400000,1234.01,Conv,1800,236.11,222.22,No,2021,0.46,4,3,No,N,N,N,C-,B-,C-,D+,Rivermont Elementary,5,Red Bank Middle,3,Red Bank High School,4,67,13,1.40726949272249,1.57891319509342,0.82052153360965,0.82052153360965,Level 5 (20 and above),13.2352063946552
-85.2653113,35.0376542,37404,March,43,259000,239000,173500,1557.09,Conv,2406,99.33,72.11,No,1935,0.34,5,2,No,N,N,N,C-,B-,C-,D+,Orchard Knob Elem,2,Orchard Knob Middle,4,Brainerd High,2,61,48,3.73781639938548,0.399527378644991,0.554179043542928,0.554179043542928,Level 4 (16-19),4.66028394178
-85.2344139,35.0305762,37411,September,74,375000,325000,325000,2242,Conv,2350,138.3,138.3,No,1960,0.33,3,3,No,N,N,N,C-,B-,C-,D+,Woodmore Elementary,4,Dalewood Middle,2,Brainerd High,2,67,12,5.45361231171979,1.44379637056868,0.823241737831857,0.823241737831857,Level 4 (16-19),3.47967867652907
-85.1712274,35.0316471,37421,May,145,420000,385000,380000,2819.15,Conv,2045,188.26,185.82,No,2003,0.22,4,3,No,N,N,N,C-,B-,C-,D+,Bess T. Shepherd Elm,4,Tyner Middle Academy,3,Tyner Academy,4,67,22,7.26948516565244,1.12221372031662,1.12221372031662,1.12221372031662,Level 5 (20 and above),2.9825817227392
-85.2763786,35.0259336,37404,April,38,524900,509900,509900,3671.29,Conv,2623,194.4,194.4,No,1913,0.16,4,3,No,N,Y,N,C-,B-,C-,D+,East Side Elementary,4,Orchard Knob Middle,4,Howard Academics,2,67,68,3.89163158621118,0.366696046662709,0.323046679038112,1.28849623857414,Level 5 (20 and above),5.21951801479361
-85.1509599,35.2762538,37379,July,5,279900,279900,243000,1095.44,FHA,1420,197.11,171.13,No,1971,0.54,3,2,No,N,N,N,A-,A,B+,B+,Soddy Elementary,6,Soddy-Daisy Middle,5,Soddy-Daisy High,6,65,2,10.8203063163835,9.59292137671398,9.59292137671398,9.59292137671398,Level 5 (20 and above),22.4315000397678
-85.2009768,35.0177625,37421,April,1,339000,339000,339000,1857.74,FHA,2050,165.37,165.37,No,1935,0.31,3,3,No,N,N,N,C-,B-,C-,D+,East Brainerd Elem,4,Ooltewah Middle,6,Ooltewah,4,67,47,7.5326288618944,1.2595371723773,0.486196319272164,1.26989994551226,Level 4 (16-19),0.434959834566134
-85.1641084,35.2361157,37379,September,16,410000,386000,373000,2211.21,Conv,1775,217.46,210.14,No,2005,0.64,3,2,No,N,N,N,A-,A,B+,B+,Daisy Elementary,7,Soddy-Daisy Middle,5,Soddy-Daisy High,6,65,1,7.96997283526623,6.72672736902449,6.72672736902449,6.72672736902449,Level 5 (20 and above),21.6237174898592
-85.1326991,35.1316825,37341,July,16,430000,430000,433000,1898.96,Conv,3015,142.62,143.62,No,1998,1.27,4,4,No,N,Y,N,A,A+,B+,A+,Harrison Elementary,2,Brown Middle,4,Central High School,4,67,0,4.84330237420529,3.21643055468722,3.21643055468722,3.21643055468722,Level 2 (6-10),11.4953670563907
-85.1176787,35.2634163,37379,Jun,7,525000,525000,525000,1646.14,Conv,3096,169.57,169.57,No,1999,2.4,5,3,No,N,N,N,A-,A,B+,B+,Soddy Elementary,6,Soddy-Daisy Middle,5,Soddy-Daisy High,6,65,0,10.8505741588745,9.36583099125057,9.36583099125057,9.36583099125057,Level 5 (20 and above),25.2276704048358
-85.1712386,35.0895446,37416,April,11,139900,139900,135500,919.9,Conv,825,169.58,164.24,No,1959,0,3,2,No,N,N,N,C-,B-,C-,D+,Lakeside Academy,2,Brown Middle,4,Central High School,4,67,25,3.84008008205864,1.61291547046294,0.414775298328166,0.414775298328166,Level 4 (16-19),6.58653463771574
-85.3046744,35.1178975,37415,April,-6,480000,480000,455000,2853.92,Conv,2366,202.87,192.31,No,1974,0.5,4,3,Yes,N,N,N,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,66,7,3.28090604394115,0.986660300394647,2.32863084318076,2.32863084318076,Level 2 (6-10),14.4779487791299
-85.305653,35.066512,37405,May,0,3250000,3250000,3250000,19253.88,Conv,6099,532.87,532.87,Yes,1890,1.5,4,5,No,N,N,N,C-,B-,C-,D+,Normal Park Elem,6,Normal Park Upper,6,Red Bank High School,4,67,81,0.724252901196505,0.328578586421568,0.230362643820432,0.230362643820432,Level 4 (16-19),8.32637397598027
-85.2663424,35.0367879,37412,July,2,250000,275000,275000,1650.89,Conv,1480,185.81,185.81,No,1960,0.16,3,2,No,N,N,N,C-,B-,C-,D+,Spring Creek Elem,4,East Ridge Middle,3,East Ridge High,3,61,48,3.73059552805949,0.326144554409733,0.573395506914533,0.573395506914533,Level 4 (16-19),4.66028394178
-85.1439089,34.9958268,37421,May,59,400000,410000,412000,3124.28,Conv,2311,177.41,178.28,No,2002,0.18,3,3,No,N,N,N,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,31,10.1511025873929,1.05017570183396,1.05017570183396,4.03862922118859,Level 4 (16-19),4.8466952994512
-85.1770259,35.0436205,37421,April,3,440000,440000,440000,3852.35,VA,2550,172.55,172.55,No,2008,0,4,3,No,N,Y,N,C-,B-,C-,D+,Bess T. Shepherd Elm,4,Tyner Middle Academy,3,Tyner Academy,4,67,23,6.3800361924269,0.288143028025814,0.288143028025814,0.288143028025814,Level 4 (16-19),3.10685596118667
-85.1835313,35.0983056,37416,May,0,440000,440000,455000,4306.69,Conv,2487,176.92,182.95,No,2017,0.21,4,3,Yes,N,Y,N,C-,B-,C-,D+,Harrison Elementary,2,Brown Middle,4,Central High School,4,67,6,2.92358872582248,1.1285848964078,0.920437008752325,0.920437008752325,Level 4 (16-19),7.82927702219041
-85.1458254,35.0042231,37421,May,4,350000,350000,350000,3018.83,Conv,1686,207.59,207.59,No,2017,0.27,3,3,Yes,N,Y,N,C-,B-,C-,D+,East Brainerd Elem,4,East Hamilton,7,East Hamilton,7,67,54,9.57957138964344,0.507478272910809,0.507478272910809,3.49529577969617,Level 5 (20 and above),4.1010498687664
-85.1652526,35.261501,37379,Jan,3,365000,365000,365000,2055.29,Conv,1758,207.62,207.62,No,2002,3.39,4,3,No,N,N,N,A-,A,B+,B+,Daisy Elementary,7,Soddy-Daisy Middle,5,Soddy-Daisy High,6,65,2,9.59124836260081,8.43974899728671,8.43974899728671,8.43974899728671,Level 5 (20 and above),21.7479917283067
-85.2833569,35.0372133,37406,Feb,3,299000,299000,305000,952.43,Conv,1986,150.55,153.58,No,1930,0.3,4,2,No,N,N,N,C-,B-,C-,D+,Hardy Elementary,3,Orchard Knob Middle,4,Brainerd High,2,53,57,3.03303532834895,0.27138258483071,0.613078204993911,0.837670524892283,Level 5 (20 and above),5.4059293724648
-85.3161711,35.0859235,37405,May,0,485000,485000,485000,333.73,Conv,2300,210.87,210.87,Yes,2022,0,5,4,No,N,N,Y,C-,B-,C-,D+,Red Bank Elementary,4,Red Bank Middle,3,Red Bank High School,4,67,42,0.999744172500663,1.6368832925114,0.809402503992733,0.809402503992733,Level 4 (16-19),12.1788753678517
